Species,Country,2014,2013,2012,2011,2010,2009,2008,2007,2006
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,5,3,2,2,15,27,7,18,15
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,5,3,2,2,14,27,7,18,15
POK,BE,0,0,0,0,1,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,2,2,2,1,1,2,1,2,1
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,1,1,1,0,0,0,0,0,0
POK,BE,1,1,1,1,1,1,1,1,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POK,BE,0,0,0,0,0,0,0,0,0
POL,BE,107,55,60,49,47,53,90,107,96
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,24,17,17,12,12,13,14,17,18
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,24,16,17,12,11,12,14,17,17
POL,BE,0,0,0,0,1,1,1,1,1
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,84,39,43,37,35,41,76,90,78
POL,BE,1,2,2,2,2,3,4,6,8
POL,BE,21,11,8,8,10,16,21,24,36
POL,BE,1,3,5,4,4,4,19,26,15
POL,BE,51,9,8,10,6,10,24,22,10
POL,BE,10,15,20,13,13,9,8,13,10
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POL,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
POR,BE,0,0,0,0,0,0,0,0,0
PPX,BE,4,24,28,12,4,1,1,1,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,4,24,27,11,4,1,1,0,0
PPX,BE,0,0,1,0,0,0,0,0,0
PPX,BE,4,4,6,3,1,0,0,0,0
PPX,BE,0,5,3,1,0,0,0,0,0
PPX,BE,0,7,8,4,2,0,0,0,0
PPX,BE,0,8,8,4,1,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,1,1,1,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
PPX,BE,0,0,1,1,0,0,0,0,0
PPX,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,1
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,1
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,1
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RED,BE,0,0,0,0,0,0,0,0,0
RJB,BE,0,0,0,0,0,0,0,0,0
RJB,BE,0,0,0,0,0,0,0,0,0
RJB,BE,0,0,0,0,0,0,0,0,0
RJB,BE,0,0,0,0,0,0,0,0,0
RJB,BE,0,0,0,0,0,0,0,0,0
RJC,BE,452,599,601,485,384,399,571,0,0
RJC,BE,129,112,91,115,139,106,131,0,0
RJC,BE,30,10,9,9,3,2,3,0,0
RJC,BE,99,103,82,106,136,104,128,0,0
RJC,BE,320,484,509,368,244,292,438,0,0
RJC,BE,92,180,214,142,85,81,130,0,0
RJC,BE,77,88,64,53,40,55,84,0,0
RJC,BE,3,4,4,3,8,2,4,0,0
RJC,BE,31,38,42,41,24,39,55,0,0
RJC,BE,117,174,184,130,87,115,165,0,0
RJC,BE,0,0,0,0,0,0,0,0,0
RJC,BE,3,3,2,2,1,2,2,0,0
RJC,BE,0,0,0,0,0,0,0,0,0
RJC,BE,3,3,2,2,1,2,2,0,0
RJE,BE,0,0,1,0,0,0,0,0,0
RJE,BE,0,0,0,0,0,0,0,0,0
RJE,BE,0,0,0,0,0,0,0,0,0
RJE,BE,0,0,1,0,0,0,0,0,0
RJE,BE,0,0,0,0,0,0,0,0,0
RJE,BE,0,0,1,0,0,0,0,0,0
RJH,BE,446,543,495,366,280,296,307,0,0
RJH,BE,66,99,62,30,45,91,56,0,0
RJH,BE,21,15,12,2,3,1,2,0,0
RJH,BE,44,84,50,28,42,90,54,0,0
RJH,BE,380,444,433,336,234,204,252,0,0
RJH,BE,107,150,140,183,92,75,44,0,0
RJH,BE,25,30,25,17,21,18,66,0,0
RJH,BE,2,5,4,2,3,6,6,0,0
RJH,BE,58,60,55,32,21,15,27,0,0
RJH,BE,187,200,209,101,98,90,109,0,0
RJH,BE,0,0,0,0,0,0,0,0,0
RJH,BE,0,0,0,0,0,0,0,0,0
RJH,BE,0,0,0,0,0,0,0,0,0
RJI,BE,90,107,129,123,40,0,0,0,0
RJI,BE,1,1,1,0,0,0,0,0,0
RJI,BE,0,0,0,0,0,0,0,0,0
RJI,BE,1,1,1,0,0,0,0,0,0
RJI,BE,89,106,129,123,40,0,0,0,0
RJI,BE,2,4,5,2,0,0,0,0,0
RJI,BE,5,6,3,2,2,0,0,0,0
RJI,BE,1,1,1,1,0,0,0,0,0
RJI,BE,23,25,30,34,8,0,0,0,0
RJI,BE,59,71,90,83,30,0,0,0,0
RJM,BE,9,31,84,157,88,105,122,0,0
RJM,BE,4,14,11,33,32,36,28,0,0
RJM,BE,4,9,5,17,7,4,6,0,0
RJM,BE,1,5,5,17,25,32,22,0,0
RJM,BE,5,17,74,124,56,69,94,0,0
RJM,BE,0,1,16,49,13,14,18,0,0
RJM,BE,1,3,1,3,3,3,11,0,0
RJM,BE,0,0,1,1,1,1,1,0,0
RJM,BE,2,5,20,14,7,14,11,0,0
RJM,BE,2,8,36,56,33,37,53,0,0
RJM,BE,0,0,0,0,0,0,0,0,0
RJM,BE,0,0,0,0,0,0,0,0,0
RJM,BE,0,0,0,0,0,0,0,0,0
RJN,BE,49,101,94,117,74,80,86,0,0
RJN,BE,1,1,1,5,4,2,3,0,0
RJN,BE,0,1,1,5,3,1,2,0,0
RJN,BE,1,1,0,1,1,1,1,0,0
RJN,BE,43,97,91,108,68,71,78,0,0
RJN,BE,18,36,37,39,25,24,24,0,0
RJN,BE,1,1,0,1,1,1,1,0,0
RJN,BE,1,1,1,1,1,1,2,0,0
RJN,BE,11,18,17,21,12,16,15,0,0
RJN,BE,13,41,35,46,29,29,35,0,0
RJN,BE,0,0,0,0,0,0,0,0,0
RJN,BE,5,3,2,4,3,8,6,0,0
RJN,BE,0,0,0,0,0,0,0,0,0
RJN,BE,5,3,2,4,3,8,6,0,0
RJR,BE,2,5,1,1,0,0,2,0,0
RJR,BE,2,1,0,1,0,0,0,0,0
RJR,BE,2,0,0,0,0,0,0,0,0
RJR,BE,0,1,0,1,0,0,0,0,0
RJR,BE,0,3,1,0,0,0,2,0,0
RJR,BE,0,0,0,0,0,0,1,0,0
RJR,BE,0,2,0,0,0,0,0,0,0
RJR,BE,0,0,0,0,0,0,0,0,0
RJR,BE,0,1,0,0,0,0,0,0,0
RJR,BE,0,0,0,0,0,0,1,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SBX,BE,0,0,0,0,0,0,0,0,0
SCE,BE,1224,618,751,898,1036,886,674,634,534
SCE,BE,3,2,4,9,10,7,8,11,6
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,0,0,1,0,0,0,1,2,2
SCE,BE,2,1,3,9,10,6,7,9,5
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,1218,615,745,885,1024,878,665,622,528
SCE,BE,2,1,41,223,154,9,90,6,8
SCE,BE,719,416,288,467,659,629,436,440,425
SCE,BE,207,22,246,82,134,188,51,54,19
SCE,BE,196,148,140,88,68,47,81,102,58
SCE,BE,13,29,30,26,9,5,7,19,16
SCE,BE,82,0,0,0,0,0,0,0,1
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,3,2,3,3,3,1,1,1,1
SCE,BE,0,0,0,0,0,0,0,0,0
SCE,BE,3,2,2,3,3,1,1,0,1
SCE,BE,0,0,0,0,0,0,0,0,0
SCL,BE,494,470,519,565,485,502,0,0,0
SCL,BE,140,71,104,154,141,166,0,0,0
SCL,BE,6,1,2,2,1,1,0,0,0
SCL,BE,134,70,102,152,139,166,0,0,0
SCL,BE,328,376,383,384,316,312,0,0,0
SCL,BE,15,24,39,39,34,45,0,0,0
SCL,BE,187,159,147,156,150,144,0,0,0
SCL,BE,13,31,31,35,20,17,0,0,0
SCL,BE,52,56,63,55,35,40,0,0,0
SCL,BE,60,106,101,98,77,67,0,0,0
SCL,BE,1,0,1,0,0,0,0,0,0
SCL,BE,26,23,32,28,28,24,0,0,0
SCL,BE,1,0,0,0,0,1,0,0,0
SCL,BE,25,23,32,28,28,23,0,0,0
SDV,BE,1,1,0,0,0,0,0,0,0
SDV,BE,0,0,0,0,0,0,0,0,0
SDV,BE,0,0,0,0,0,0,0,0,0
SDV,BE,0,1,0,0,0,0,0,0,0
SDV,BE,0,1,0,0,0,0,0,0,0
SKA,BE,9,27,151,322,458,554,613,1901,1861
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,1,3,28,61,89,101,126,272,357
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,1,2,3,10,17,7,19,42,40
SKA,BE,0,1,25,52,72,94,106,230,316
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,4
SKA,BE,0,0,0,0,0,0,0,0,4
SKA,BE,7,24,122,261,369,451,486,1620,1485
SKA,BE,0,9,39,83,70,81,78,680,626
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,2,4,11,30,29,23,66,164,118
SKA,BE,0,0,2,3,7,4,5,16,13
SKA,BE,1,3,16,37,69,103,76,206,142
SKA,BE,4,8,56,108,195,240,260,552,584
SKA,BE,0,0,0,0,0,0,1,1,2
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,0,0,0,0,0
SKA,BE,0,0,0,0,1,2,1,9,14
SKA,BE,0,0,0,0,0,0,0,0,2
SKA,BE,0,0,0,0,1,2,1,9,12
SKA,BE,0,0,0,0,0,0,0,0,0
SKH,BE,8,10,8,2,10,9,15,12,12
SKH,BE,2,1,1,1,4,7,10,5,7
SKH,BE,0,0,0,0,0,0,2,0,1
SKH,BE,2,1,1,1,4,7,8,4,6
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,5,9,7,1,6,3,5,8,6
SKH,BE,0,0,0,0,0,0,1,1,1
SKH,BE,5,6,3,1,3,1,2,5,3
SKH,BE,0,2,4,0,1,1,0,0,1
SKH,BE,0,0,0,0,0,0,1,1,0
SKH,BE,0,0,0,0,1,1,1,1,2
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SKH,BE,0,0,0,0,0,0,0,0,0
SMD,BE,0,0,0,0,0,0,0,0,0
SMD,BE,0,0,0,0,0,0,0,0,0
SMD,BE,0,0,0,0,0,0,0,0,0
SMD,BE,0,0,0,0,0,0,0,0,0
SMD,BE,0,0,0,0,0,0,0,0,0
SOL,BE,3605,2889,3055,3530,3886,4004,3772,3856,3991
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,966,706,607,864,1268,1368,1379,973,987
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,193,108,119,116,75,118,160,159,126
SOL,BE,773,598,488,748,1192,1250,1219,814,861
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,2309,1871,2063,2279,2167,2273,2087,2482,2611
SOL,BE,43,96,222,250,217,257,216,306,419
SOL,BE,1496,952,941,1222,1294,1475,1368,1530,1547
SOL,BE,25,30,39,22,17,17,28,34,32
SOL,BE,500,453,495,356,238,247,285,384,255
SOL,BE,203,336,348,419,383,266,181,198,321
SOL,BE,42,4,18,10,20,11,10,31,36
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,329,312,385,386,451,363,305,401,393
SOL,BE,25,16,35,19,36,39,22,73,67
SOL,BE,304,297,351,367,416,325,283,328,326
SOL,BE,0,0,0,0,0,0,0,0,0
SOL,BE,0,0,0,0,0,0,0,0,0
SOS,BE,68,27,0,0,0,0,0,0,0
SOS,BE,1,0,0,0,0,0,0,0,0
SOS,BE,1,0,0,0,0,0,0,0,0
SOS,BE,66,27,0,0,0,0,0,0,0
SOS,BE,1,0,0,0,0,0,0,0,0
SOS,BE,49,14,0,0,0,0,0,0,0
SOS,BE,1,1,0,0,0,0,0,0,0
SOS,BE,11,3,0,0,0,0,0,0,0
SOS,BE,5,9,0,0,0,0,0,0,0
SOS,BE,0,0,0,0,0,0,0,0,0
SOS,BE,0,0,0,0,0,0,0,0,0
SOS,BE,0,0,0,0,0,0,0,0,0
SPR,BE,0,1,1,0,1,0,0,1,1
SPR,BE,0,1,1,0,1,0,0,1,1
SPR,BE,0,0,0,0,0,0,0,0,0
SPR,BE,0,1,1,0,1,0,0,1,1
SPR,BE,0,0,0,0,0,0,0,0,0
SPR,BE,0,0,0,0,0,0,0,0,0
SQC,BE,192,153,134,98,100,83,101,145,81
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,34,8,15,14,15,22,14,27,26
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,15,2,11,7,5,5,4,20,17
SQC,BE,19,6,4,6,10,17,10,7,9
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,158,145,118,84,85,60,86,117,55
SQC,BE,0,1,2,2,0,1,1,1,1
SQC,BE,151,102,66,51,65,43,71,96,42
SQC,BE,2,8,13,9,5,3,5,10,4
SQC,BE,3,22,29,14,11,10,5,4,5
SQC,BE,1,12,8,9,4,4,4,6,3
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,1,1,0,1,1,2,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQC,BE,0,0,0,1,0,1,1,2,0
SQC,BE,0,0,0,0,0,0,0,0,0
SQZ,BE,0,2,0,0,0,0,0,0,0
SQZ,BE,0,2,0,0,0,0,0,0,0
SQZ,BE,0,1,0,0,0,0,0,0,0
SQZ,BE,0,0,0,0,0,0,0,0,0
STU,BE,0,0,0,0,0,0,0,0,0
STU,BE,0,0,0,0,0,0,0,0,0
STU,BE,0,0,0,0,0,0,0,0,0
SYC,BE,2,4,0,0,0,0,0,0,0
SYC,BE,2,4,0,0,0,0,0,0,0
SYC,BE,1,3,0,0,0,0,0,0,0
SYC,BE,0,1,0,0,0,0,0,0,0
SYC,BE,0,1,0,0,0,0,0,0,0
SYC,BE,0,0,0,0,0,0,0,0,0
SYT,BE,27,0,0,0,0,0,0,0,0
SYT,BE,0,0,0,0,0,0,0,0,0
SYT,BE,0,0,0,0,0,0,0,0,0
SYT,BE,27,0,0,0,0,0,0,0,0
SYT,BE,9,0,0,0,0,0,0,0,0
SYT,BE,3,0,0,0,0,0,0,0,0
SYT,BE,0,0,0,0,0,0,0,0,0
SYT,BE,4,0,0,0,0,0,0,0,0
SYT,BE,11,0,0,0,0,0,0,0,0
TUR,BE,437,404,417,386,334,384,357,406,373
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,176,161,150,122,118,172,182,173,147
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,135,122,125,87,69,103,96,111,96
TUR,BE,41,39,25,35,49,69,86,62,50
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,2
TUR,BE,0,0,0,0,0,0,0,0,2
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,259,239,262,258,211,206,170,228,217
TUR,BE,10,15,20,22,21,18,19,31,35
TUR,BE,191,122,116,122,103,116,94,118,97
TUR,BE,6,6,11,13,6,6,4,7,3
TUR,BE,20,29,36,24,22,20,17,23,16
TUR,BE,31,68,78,76,59,46,36,49,66
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,0,0,0,0,0,0,0,0,0
TUR,BE,3,3,6,6,5,6,5,5,7
TUR,BE,0,0,0,0,0,0,0,0,1
TUR,BE,3,3,6,6,5,5,5,5,6
TUR,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
USK,BE,0,0,0,0,0,0,0,0,0
WEG,BE,31,12,0,0,0,0,0,0,0
WEG,BE,2,1,0,0,0,0,0,0,0
WEG,BE,1,1,0,0,0,0,0,0,0
WEG,BE,1,0,0,0,0,0,0,0,0
WEG,BE,25,10,0,0,0,0,0,0,0
WEG,BE,0,0,0,0,0,0,0,0,0
WEG,BE,23,10,0,0,0,0,0,0,0
WEG,BE,0,0,0,0,0,0,0,0,0
WEG,BE,1,0,0,0,0,0,0,0,0
WEG,BE,0,0,0,0,0,0,0,0,0
WEG,BE,4,1,0,0,0,0,0,0,0
WEG,BE,0,0,0,0,0,0,0,0,0
WEG,BE,4,1,0,0,0,0,0,0,0
WHE,BE,83,86,74,111,118,101,103,99,122
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,39,39,36,71,80,66,67,50,56
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,2,2,4,3,2,5,6,11,8
WHE,BE,37,37,32,68,78,60,60,39,48
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,44,47,37,39,38,35,36,49,66
WHE,BE,1,5,10,10,5,15,5,4,7
WHE,BE,37,36,20,21,27,15,26,36,46
WHE,BE,1,2,1,4,1,0,2,2,5
WHE,BE,0,0,0,1,1,3,1,1,3
WHE,BE,5,4,6,3,4,2,3,5,4
WHE,BE,0,0,0,0,0,1,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,1,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHE,BE,0,0,1,0,0,0,0,0,0
WHE,BE,0,0,0,0,0,0,0,0,0
WHG,BE,361,357,289,256,345,324,309,254,300
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,46,33,45,74,147,162,116,45,93
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,14,10,13,20,27,17,26,15,32
WHG,BE,32,23,32,55,120,145,89,30,61
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,314,323,241,181,194,161,192,204,205
WHG,BE,2,2,5,4,5,2,2,3,4
WHG,BE,90,95,66,78,88,71,69,75,73
WHG,BE,4,23,28,11,6,3,4,4,4
WHG,BE,167,105,55,41,45,32,67,65,40
WHG,BE,51,98,87,48,50,52,51,58,84
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,1,1,3,1,3,2,1,4,2
WHG,BE,0,0,0,0,0,0,0,1,0
WHG,BE,1,1,3,1,3,2,1,3,2
WHG,BE,0,0,0,0,0,0,0,0,0
WHG,BE,0,0,0,0,0,0,0,0,0
WIT,BE,80,72,2,0,0,0,0,0,0
WIT,BE,15,5,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,15,5,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,65,67,2,0,0,0,0,0,0
WIT,BE,1,5,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,0,0,0,0,0,0,0,0,0
WIT,BE,37,8,0,0,0,0,0,0,0
WIT,BE,25,53,1,0,0,0,0,0,0
WIT,BE,1,0,1,0,0,0,0,0,0
WRA,BE,5,1,0,0,0,0,0,0,0
WRA,BE,5,1,0,0,0,0,0,0,0
WRA,BE,2,0,0,0,0,0,0,0,0
WRA,BE,3,0,0,0,0,0,0,0,0
WRA,BE,0,0,0,0,0,0,0,0,0